Flight,Carrier,Month,DayOfWeek,NumPrevFlights,PrevFlightGap,HistoricallyLate,InsufficientHistory,OriginInVolume,OriginOutVolume,DestInVolume,DestOutVolume,OriginPrecip,OriginAvgWind,OriginWindGust,OriginFog,OriginThunder,DestPrecip,DestAvgWind,DestWindGust,DestFog,DestThunder,TotalDelay
LAX-ORD,American Airlines,July,Sunday,4,55,0.25,0,1.030188679,0.997150997,0.994318182,1.060955519,0,7.158208,14.987498,0,0,3,9.618842,16.105968,0,0,1
LAX-ORD,American Airlines,July,Monday,4,55,0.243902439,0,0.98997996,1.005952381,0.991202346,1.02800659,0,5.59235,16.105968,1,0,51,8.052984,23.040482,0,0,6
LAX-ORD,American Airlines,July,Tuesday,3,55,0.261904762,0,0.971717172,0.96,1.008955224,1.068493151,0,8.276678,17.000744,1,0,13,10.513618,21.027236,0,0,54
LAX-ORD,American Airlines,July,Wednesday,4,55,0.279069767,0,0.973684211,1,1.020348837,1.04,0,10.06623,18.119214,0,0,0,7.381902,18.119214,0,0,33
LAX-ORD,American Airlines,July,Thursday,4,55,0.295454545,0,0.984063745,1.002967359,1.002857143,1.033840948,0,11.632088,21.922012,0,0,0,5.59235,12.974252,0,0,43
LAX-ORD,American Airlines,July,Friday,3,55,0.311111111,0,0.98997996,1.024242424,1.047761194,1.120287253,0,9.171454,18.119214,0,0,0,6.934514,18.119214,0,0,38
LAX-ORD,American Airlines,July,Saturday,4,55,0.304347826,0,1.02303263,1.018808777,1.11827957,1.3,0,6.934514,14.987498,0,0,0,4.697574,14.092722,0,0,0
LAX-ORD,American Airlines,July,Sunday,2,55,0.319148936,0,1.030188679,0.997150997,1.034090909,1.060955519,0,8.500372,21.027236,0,0,0,4.47388,10.06623,0,0,36
LAX-ORD,American Airlines,July,Monday,4,55,0.3125,0,0.98997996,1.005952381,1.029325513,1.02800659,0,10.513618,23.040482,0,0,0,7.158208,14.987498,0,0,0
LAX-ORD,American Airlines,July,Tuesday,3,55,0.306122449,0,0.971717172,0.96,1.047761194,1.068493151,0,8.94776,23.935258,0,0,3,11.855782,23.040482,0,0,0
LAX-ORD,American Airlines,July,Wednesday,3,55,0.3,0,0.973684211,1,1.020348837,1.04,0,8.94776,23.935258,0,0,0,16.105968,25.053728,0,0,0
LAX-ORD,American Airlines,July,Thursday,3,55,0.294117647,0,0.984063745,1.002967359,1.002857143,1.033840948,0,6.263432,17.000744,0,0,0,8.724066,14.092722,0,0,3
LAX-ORD,American Airlines,July,Friday,2,35,0.288461538,0,0.98997996,1.024242424,1.047761194,1.120287253,0,8.052984,14.092722,0,0,0,9.171454,21.027236,0,0,2
LAX-ORD,American Airlines,July,Saturday,2,185,0.301886792,0,1.02303263,1.018808777,1.11827957,1.255172414,0,7.605596,16.105968,0,0,0,5.59235,14.092722,0,0,37
LAX-ORD,American Airlines,July,Sunday,4,55,0.296296296,0,1.030188679,0.997150997,1.034090909,1.037891269,36,8.500372,18.119214,1,0,5,14.987498,29.08022,0,0,14
LAX-ORD,American Airlines,July,Monday,4,55,0.290909091,0,0.98997996,1.005952381,1.029325513,1.02800659,0,8.276678,18.119214,0,0,0,11.1847,23.040482,0,0,0
LAX-ORD,American Airlines,July,Tuesday,3,55,0.285714286,0,0.971717172,0.96,1.047761194,1.068493151,0,6.934514,17.000744,0,0,3,9.618842,33.106712,0,0,0
LAX-ORD,American Airlines,July,Wednesday,3,55,0.280701754,0,0.973684211,1,1.020348837,1.04,0,6.71082,16.105968,0,0,0,6.934514,14.092722,0,0,0
LAX-ORD,American Airlines,July,Thursday,2,230,0.275862069,0,0.984063745,0.964391691,0.965714286,1.033840948,0,7.605596,18.119214,0,0,0,8.500372,19.908766,0,0,0
LAX-ORD,American Airlines,August,Friday,3,55,0.288135593,0,0.963927856,0.906060606,1.047761194,1.120287253,0,6.934514,16.105968,0,0,38,6.934514,25.053728,0,1,101
LAX-ORD,American Airlines,August,Saturday,2,55,0.283333333,0,0.998080614,0.937304075,1.11827957,1.210344828,3,7.158208,16.105968,0,0,0,4.250186,14.092722,0,0,0
LAX-ORD,American Airlines,August,Sunday,2,55,0.278688525,0,0.977358491,0.837606838,1.034090909,1.037891269,5,5.816044,18.119214,0,0,0,6.934514,14.987498,0,0,0
LAX-ORD,American Airlines,August,Tuesday,1,55,0.274193548,0,0.945454545,0.88,1.047761194,1.068493151,0,9.618842,21.027236,0,0,0,6.263432,14.987498,0,0,0
LAX-ORD,American Airlines,August,Wednesday,1,35,0.26984127,0,0.947368421,0.884615385,1.020348837,1.04,0,9.171454,18.119214,0,0,0,6.263432,10.06623,0,0,0
LAX-ORD,American Airlines,August,Thursday,3,55,0.265625,0,0.932270916,0.887240356,1.002857143,1.011844332,0,7.605596,16.105968,0,0,0,8.94776,14.987498,0,0,10
LAX-ORD,American Airlines,August,Friday,3,55,0.276923077,0,0.937875752,0.906060606,1.047761194,1.120287253,0,8.052984,17.000744,1,0,0,10.737312,21.027236,0,0,118
LAX-ORD,American Airlines,August,Saturday,3,55,0.272727273,0,0.973128599,0.937304075,1.11827957,1.210344828,0,7.381902,17.000744,0,0,0,9.171454,18.119214,0,0,0
LAX-ORD,American Airlines,August,Sunday,2,55,0.28358209,0,1.003773585,0.917378917,1.034090909,1.037891269,0,7.82929,17.000744,0,0,0,8.500372,16.105968,0,0,23
LAX-ORD,American Airlines,August,Monday,3,55,0.294117647,0,0.911823647,0.928571429,1.029325513,1.02800659,0,8.94776,18.119214,1,0,216,6.71082,17.000744,0,0,53
LAX-ORD,American Airlines,August,Tuesday,1,55,0.304347826,0,0.892929293,0.92,1.047761194,1.046232877,0,8.500372,19.908766,0,0,18,12.079476,25.053728,0,0,146
LAX-ORD,American Airlines,August,Wednesday,3,55,0.3,0,0.894736842,0.923076923,1.020348837,1.04,0,8.500372,19.908766,0,0,0,9.395148,18.119214,0,0,0
LAX-ORD,American Airlines,August,Thursday,3,55,0.295774648,0,0.906374502,0.925816024,1.002857143,1.033840948,0,7.605596,14.987498,0,0,0,7.605596,14.092722,0,0,0
LAX-ORD,American Airlines,August,Friday,3,55,0.291666667,0,0.911823647,0.945454545,1.047761194,1.120287253,0,8.500372,17.000744,0,0,0,6.039738,12.974252,0,0,0
LAX-ORD,American Airlines,August,Saturday,2,55,0.287671233,0,0.898272553,0.855799373,1.11827957,1.255172414,0,7.381902,17.000744,0,0,0,8.276678,16.105968,0,0,2
LAX-ORD,American Airlines,August,Sunday,3,55,0.297297297,0,1.003773585,0.917378917,1.034090909,1.060955519,0,7.605596,16.105968,0,0,0,8.500372,14.987498,0,0,84
LAX-ORD,American Airlines,August,Monday,3,55,0.293333333,0,0.911823647,0.928571429,0.953079179,1.049423394,0,6.263432,14.987498,0,0,0,4.921268,14.092722,0,0,0
LAX-ORD,American Airlines,August,Tuesday,2,55,0,1,0.947368421,0.868274583,0.614864865,0.471014493,0,7.82929,16.105968,0,0,23,10.737312,23.935258,0,1,0
LAX-ORD,American Airlines,August,Wednesday,2,55,0,1,0.941649899,0.882568807,0.619047619,0.582089552,0,8.500372,17.000744,0,0,0,7.82929,17.000744,0,0,35
LAX-ORD,American Airlines,August,Thursday,2,55,0,1,0.899209486,0.942028986,0.598684211,0.75,0,9.618842,18.119214,0,0,249,4.921268,14.092722,0,0,74
LAX-ORD,American Airlines,August,Friday,2,55,0.5,0,0.906374502,0.966542751,0.689393939,0.680851064,0,8.276678,14.987498,0,0,401,5.144962,14.987498,0,0,1
LAX-ORD,American Airlines,August,Saturday,2,55,0.4,0,1.045226131,0.971264368,0.536082474,0.240740741,0,7.381902,16.105968,0,0,86,4.921268,29.08022,0,0,0
LAX-ORD,American Airlines,August,Sunday,2,55,0.333333333,0,0.974854932,0.918825561,0.632258065,0.754491018,0,7.605596,18.119214,0,0,0,7.381902,12.079476,0,0,0
LAX-ORD,American Airlines,August,Monday,2,55,0.428571429,0,0.926732673,0.942028986,0.587096774,0.594771242,0,8.052984,14.987498,0,0,3,6.71082,23.935258,0,0,35
LAX-ORD,American Airlines,August,Tuesday,2,55,0.375,0,0.947368421,0.868274583,0.702702703,0.471014493,0,6.263432,17.000744,0,0,30,6.039738,31.093466,0,0,0
LAX-ORD,American Airlines,August,Wednesday,2,55,0.333333333,0,0.941649899,0.882568807,0.619047619,0.582089552,0,6.934514,17.000744,0,0,0,6.934514,14.987498,0,0,0
LAX-ORD,American Airlines,August,Thursday,2,55,0.3,0,0.899209486,0.942028986,0.684210526,0.75,0,8.500372,23.040482,1,0,0,8.500372,17.000744,0,0,0
LAX-ORD,American Airlines,August,Friday,2,55,0.363636364,0,0.932270916,0.966542751,0.689393939,0.680851064,0,6.263432,16.105968,1,0,20,11.1847,18.119214,0,1,66
LAX-ORD,American Airlines,August,Sunday,3,55,0.333333333,0,0.866537718,0.797927461,0.451612903,0.335329341,0,7.158208,14.092722,1,0,0,6.71082,14.092722,0,0,0
ORD-LAX,American Airlines,June,Sunday,1,55,0,1,1.025553663,1.093509351,1.003773585,1.276353276,0,12.974252,29.08022,0,1,0,7.605596,14.987498,0,0,11
ORD-LAX,American Airlines,June,Monday,1,55,0,1,0.948590381,1.074860335,1.016032064,1.238095238,36,14.54011,35.119958,0,0,0,9.171454,19.908766,0,0,5
ORD-LAX,American Airlines,June,Tuesday,1,55,0,1,0.937919463,1.023281596,1.024242424,1.28,0,9.842536,23.040482,0,0,0,8.052984,17.000744,0,0,0
ORD-LAX,American Airlines,June,Wednesday,2,55,0,0,0.958123953,1.038245219,1.052631579,1.230769231,48,9.395148,17.000744,1,0,0,7.82929,16.105968,0,0,11
ORD-LAX,American Airlines,June,Thursday,1,55,0,0,0.983193277,1.007865169,1.009960159,1.195845697,0,6.039738,12.974252,0,0,0,8.276678,18.119214,0,0,0
ORD-LAX,American Airlines,June,Friday,2,20,0.166666667,0,1.010135135,1.01816118,1.016032064,1.221212121,0,4.921268,14.092722,0,0,0,8.724066,17.000744,0,0,26
ORD-LAX,American Airlines,June,Saturday,1,55,0.142857143,0,1.071929825,1.04391468,0.898272553,1.141065831,20,7.605596,19.908766,0,0,0,7.381902,16.105968,0,0,1
ORD-LAX,American Airlines,June,Sunday,1,55,0.25,0,0.954003407,1.078107811,1.003773585,1.076923077,58,14.092722,23.935258,0,0,0,7.605596,16.105968,0,0,23
ORD-LAX,American Airlines,June,Monday,1,55,0.333333333,0,0.991708126,1.016759777,1.016032064,1.005952381,0,8.500372,16.105968,0,0,0,6.263432,14.987498,0,0,33
ORD-LAX,American Airlines,June,Tuesday,1,55,0.3,0,1.003355705,1.023281596,1.050505051,1,320,10.289924,21.027236,1,0,0,7.82929,16.105968,0,0,7
ORD-LAX,American Airlines,June,Wednesday,2,70,0.272727273,0,0.979899497,0.965129359,1.078947368,0.961538462,132,7.381902,16.105968,0,0,0,9.618842,19.908766,0,0,0
ORD-LAX,American Airlines,June,Thursday,1,60,0.25,0,0.983193277,0.978651685,1.061752988,0.964391691,0,10.06623,23.935258,0,0,0,8.724066,18.119214,0,0,15
ORD-LAX,American Airlines,June,Friday,1,30,0.230769231,0,0.988175676,0.988649262,1.068136273,0.984848485,0,9.842536,18.119214,0,0,0,7.605596,16.105968,1,0,5
ORD-LAX,American Airlines,June,Saturday,1,60,0.214285714,0,1.094736842,0.994981179,1.07293666,1.018808777,0,8.276678,18.119214,0,0,0,8.500372,19.908766,0,0,4
ORD-LAX,American Airlines,June,Sunday,1,30,0.266666667,0,1.025553663,1.03190319,1.056603774,1.076923077,0,15.65858,31.988242,0,0,0,7.605596,17.000744,0,0,21
ORD-LAX,American Airlines,June,Monday,1,60,0.25,0,0.970149254,0.973184358,1.068136273,1.005952381,0,8.724066,17.000744,0,0,0,8.94776,18.119214,0,0,0
ORD-LAX,American Airlines,June,Tuesday,2,70,0.235294118,0,1.003355705,0.994456763,1.103030303,1,0,12.526864,27.96175,0,0,0,7.381902,17.000744,0,0,0
ORD-LAX,American Airlines,June,Thursday,0,240,0.277777778,0,1.005042017,0.978651685,1.087649402,0.964391691,81,8.276678,17.000744,0,0,0,8.276678,17.000744,1,0,89
ORD-LAX,American Airlines,June,Friday,1,60,0.263157895,0,1.010135135,0.988649262,1.094188377,0.984848485,3,8.500372,16.105968,0,0,0,6.039738,16.105968,1,0,0
ORD-LAX,American Airlines,June,Saturday,1,60,0.25,0,1.11754386,0.994981179,1.097888676,1.059561129,325,7.381902,31.093466,0,0,0,6.71082,14.092722,0,0,0
ORD-LAX,American Airlines,June,Sunday,1,60,0.238095238,0,1.001703578,1.03190319,1.083018868,0.997150997,0,4.921268,12.079476,0,0,0,8.052984,16.105968,0,0,4
ORD-LAX,American Airlines,June,Monday,1,60,0.227272727,0,1.013266998,0.973184358,1.094188377,0.967261905,13,5.59235,12.079476,0,0,0,7.82929,17.000744,1,0,0
ORD-LAX,American Airlines,June,Tuesday,1,60,0.217391304,0,1.046979866,0.994456763,1.129292929,0.96,104,4.697574,25.053728,0,0,0,7.605596,16.105968,1,0,0
ORD-LAX,American Airlines,June,Wednesday,2,70,0.208333333,0,1.023450586,0.994375703,1.131578947,0.961538462,0,7.381902,18.119214,0,0,0,5.144962,14.987498,0,0,8
ORD-LAX,American Airlines,June,Thursday,1,60,0.2,0,1.026890756,0.978651685,1.087649402,0.964391691,0,6.71082,10.06623,0,0,0,6.487126,16.105968,1,0,0
ORD-LAX,American Airlines,June,Friday,1,60,0.192307692,0,1.032094595,0.988649262,1.094188377,0.984848485,0,9.842536,18.119214,0,0,0,8.052984,17.000744,0,0,0
ORD-LAX,American Airlines,June,Saturday,1,60,0.185185185,0,1.11754386,0.994981179,1.097888676,1.059561129,0,12.079476,25.053728,0,0,0,5.816044,16.105968,0,0,0
ORD-LAX,American Airlines,June,Sunday,1,60,0.178571429,0,0.977853492,1.01650165,1.056603774,0.957264957,18,12.974252,29.08022,0,0,0,6.71082,14.987498,0,0,0
ORD-LAX,American Airlines,June,Monday,1,60,0.172413793,0,1.013266998,0.973184358,1.068136273,0.928571429,660,12.526864,31.093466,0,0,0,7.605596,16.105968,1,0,9
ORD-LAX,American Airlines,July,Tuesday,1,110,0.166666667,0,1.003355705,0.922394678,1.103030303,0.96,0,12.30317,23.935258,1,0,0,8.500372,18.119214,0,0,4
ORD-LAX,American Airlines,July,Wednesday,1,60,0.161290323,0,1.023450586,0.965129359,1.052631579,0.961538462,30,9.618842,18.119214,0,0,0,7.605596,16.105968,0,0,0
ORD-LAX,American Airlines,July,Thursday,1,60,0.15625,0,0.961344538,0.978651685,1.035856574,0.964391691,18,6.71082,16.105968,0,0,0,6.71082,18.119214,0,0,0
ORD-LAX,American Airlines,July,Friday,2,60,0.151515152,0,0.856418919,0.826333712,0.963927856,0.787878788,0,7.158208,12.974252,0,0,0,5.144962,14.092722,0,0,0
ORD-LAX,American Airlines,July,Saturday,1,60,0.147058824,0,0.957894737,0.978670013,1.047984645,1.018808777,0,8.276678,19.908766,0,0,0,6.934514,17.000744,0,0,0
ORD-LAX,American Airlines,July,Sunday,1,60,0.142857143,0,1.049403748,0.97029703,1.030188679,0.997150997,0,12.30317,21.922012,0,0,0,7.605596,17.000744,0,0,0
ORD-LAX,American Airlines,July,Monday,1,60,0.138888889,0,1.013266998,0.987709497,1.016032064,1.005952381,160,8.500372,25.053728,0,1,0,8.052984,14.987498,1,0,0
ORD-LAX,American Airlines,July,Tuesday,1,60,0.135135135,0,1.025167785,0.980044346,0.997979798,0.96,137,12.079476,23.040482,0,0,0,7.605596,16.105968,1,0,0
ORD-LAX,American Airlines,July,Wednesday,1,60,0.131578947,0,1.023450586,0.979752531,1,1,0,8.500372,19.908766,0,0,0,8.724066,17.000744,1,0,0
ORD-LAX,American Airlines,July,Thursday,1,60,0.128205128,0,1.026890756,0.993258427,1.009960159,1.002967359,0,4.47388,14.092722,0,0,0,9.395148,19.908766,0,0,0
ORD-LAX,American Airlines,July,Friday,1,60,0.125,0,1.032094595,1.003405221,1.016032064,1.024242424,3,5.368656,14.092722,0,0,0,9.842536,21.027236,0,0,5
ORD-LAX,American Airlines,July,Saturday,1,60,0.12195122,0,1.003508772,1.011292346,1.047984645,1.018808777,119,10.513618,29.08022,0,0,0,7.605596,14.987498,0,0,0
ORD-LAX,American Airlines,July,Sunday,1,60,0.119047619,0,1.001703578,0.97029703,1.030188679,0.997150997,3,9.618842,16.105968,0,0,0,7.158208,14.987498,0,0,0
ORD-LAX,American Airlines,July,Monday,1,60,0.11627907,0,1.013266998,0.987709497,0.98997996,1.005952381,51,8.052984,23.040482,0,0,0,5.59235,16.105968,1,0,7
ORD-LAX,American Airlines,July,Tuesday,1,30,0.113636364,0,1.025167785,0.980044346,0.971717172,0.96,13,10.513618,21.027236,0,0,0,8.276678,17.000744,1,0,14
ORD-LAX,American Airlines,July,Wednesday,1,60,0.111111111,0,1.023450586,0.979752531,0.973684211,1,0,7.381902,18.119214,0,0,0,10.06623,18.119214,0,0,0
ORD-LAX,American Airlines,July,Thursday,1,60,0.108695652,0,1.026890756,0.978651685,0.984063745,1.002967359,0,5.59235,12.974252,0,0,0,11.632088,21.922012,0,0,0
ORD-LAX,American Airlines,July,Friday,0,240,0.106382979,0,1.054054054,1.003405221,0.98997996,1.024242424,0,6.934514,18.119214,0,0,0,9.171454,18.119214,0,0,0
ORD-LAX,American Airlines,July,Saturday,1,60,0.104166667,0,0.980701754,1.011292346,1.02303263,1.018808777,0,4.697574,14.092722,0,0,0,6.934514,14.987498,0,0,0
ORD-LAX,American Airlines,July,Sunday,1,60,0.102040816,0,1.001703578,0.95489549,1.030188679,0.997150997,0,4.47388,10.06623,0,0,0,8.500372,21.027236,0,0,0
ORD-LAX,American Airlines,July,Monday,1,60,0.1,0,1.013266998,0.987709497,0.98997996,1.005952381,0,7.158208,14.987498,0,0,0,10.513618,23.040482,0,0,0
ORD-LAX,American Airlines,July,Tuesday,1,60,0.098039216,0,1.025167785,0.980044346,0.971717172,0.96,3,11.855782,23.040482,0,0,0,8.94776,23.935258,0,0,0
ORD-LAX,American Airlines,July,Wednesday,1,60,0.096153846,0,1.023450586,0.979752531,0.973684211,1,0,16.105968,25.053728,0,0,0,8.94776,23.935258,0,0,1
ORD-LAX,American Airlines,July,Thursday,1,60,0.094339623,0,1.026890756,0.993258427,0.984063745,1.002967359,0,8.724066,14.092722,0,0,0,6.263432,17.000744,0,0,0
ORD-LAX,American Airlines,July,Friday,1,60,0.092592593,0,1.032094595,1.003405221,0.98997996,1.024242424,0,9.171454,21.027236,0,0,0,8.052984,14.092722,0,0,14
ORD-LAX,American Airlines,July,Saturday,2,60,0.090909091,0,0.980701754,0.994981179,1.02303263,1.018808777,0,5.59235,14.092722,0,0,0,7.605596,16.105968,0,0,0
ORD-LAX,American Airlines,July,Sunday,1,60,0.107142857,0,1.025553663,0.939493949,1.030188679,0.997150997,5,14.987498,29.08022,0,0,36,8.500372,18.119214,1,0,21
ORD-LAX,American Airlines,July,Monday,1,60,0.105263158,0,1.013266998,0.987709497,0.98997996,1.005952381,0,11.1847,23.040482,0,0,0,8.276678,18.119214,0,0,0
ORD-LAX,American Airlines,July,Tuesday,1,60,0.103448276,0,1.025167785,0.980044346,0.971717172,0.96,3,9.618842,33.106712,0,0,0,6.934514,17.000744,0,0,2
ORD-LAX,American Airlines,July,Wednesday,1,55,0.118644068,0,1.023450586,0.979752531,0.973684211,1,0,6.934514,14.092722,0,0,0,6.71082,16.105968,0,0,32
ORD-LAX,American Airlines,July,Thursday,1,60,0.116666667,0,1.026890756,0.993258427,0.984063745,0.964391691,0,8.500372,19.908766,0,0,0,7.605596,18.119214,0,0,0
ORD-LAX,American Airlines,August,Friday,0,240,0.131147541,0,1.032094595,1.003405221,0.963927856,0.906060606,38,6.934514,25.053728,0,1,0,6.934514,16.105968,0,0,144
ORD-LAX,American Airlines,August,Saturday,1,60,0.129032258,0,0.980701754,0.994981179,0.998080614,0.937304075,0,4.250186,14.092722,0,0,3,7.158208,16.105968,0,0,2
ORD-LAX,American Airlines,August,Sunday,1,60,0.126984127,0,1.025553663,0.939493949,0.977358491,0.837606838,0,6.934514,14.987498,0,0,5,5.816044,18.119214,0,0,0
ORD-LAX,American Airlines,August,Monday,1,60,0.125,0,1.034825871,0.987709497,0.963927856,0.889880952,701,7.605596,21.922012,0,0,0,8.500372,17.000744,1,0,0
ORD-LAX,American Airlines,August,Tuesday,1,60,0.123076923,0,1.025167785,0.980044346,0.945454545,0.88,0,6.263432,14.987498,0,0,0,9.618842,21.027236,0,0,0
ORD-LAX,American Airlines,August,Wednesday,1,30,0.136363636,0,1.023450586,0.979752531,0.947368421,0.884615385,0,6.263432,10.06623,0,0,0,9.171454,18.119214,0,0,38
ORD-LAX,American Airlines,August,Thursday,1,60,0.134328358,0,1.048739496,0.993258427,0.932270916,0.887240356,0,8.94776,14.987498,0,0,0,7.605596,16.105968,0,0,0
ORD-LAX,American Airlines,August,Friday,1,55,0.132352941,0,1.054054054,1.003405221,0.937875752,0.906060606,0,10.737312,21.027236,0,0,0,8.052984,17.000744,1,0,0
ORD-LAX,American Airlines,August,Saturday,1,60,0.130434783,0,0.980701754,0.994981179,0.973128599,0.937304075,0,9.171454,18.119214,0,0,0,7.381902,17.000744,0,0,0
ORD-LAX,American Airlines,August,Sunday,1,85,0.142857143,0,1.025553663,0.939493949,1.003773585,0.917378917,0,8.500372,16.105968,0,0,0,7.82929,17.000744,0,0,101
ORD-LAX,American Airlines,August,Monday,1,60,0.14084507,0,1.034825871,0.987709497,0.911823647,0.928571429,216,6.71082,17.000744,0,0,0,8.94776,18.119214,1,0,0
ORD-LAX,American Airlines,August,Tuesday,1,15,0.152777778,0,1.025167785,0.980044346,0.892929293,0.92,18,12.079476,25.053728,0,0,0,8.500372,19.908766,0,0,48
ORD-LAX,American Airlines,August,Wednesday,1,60,0.150684932,0,1.023450586,0.979752531,0.894736842,0.923076923,0,9.395148,18.119214,0,0,0,8.500372,19.908766,0,0,0
ORD-LAX,American Airlines,August,Thursday,1,60,0.148648649,0,1.048739496,0.978651685,0.906374502,0.925816024,0,7.605596,14.092722,0,0,0,7.605596,14.987498,0,0,0
ORD-LAX,American Airlines,August,Friday,1,55,0.146666667,0,1.054054054,1.003405221,0.911823647,0.945454545,0,6.039738,12.974252,0,0,0,8.500372,17.000744,0,0,0
ORD-LAX,American Airlines,August,Saturday,1,60,0.157894737,0,0.980701754,0.994981179,0.898272553,0.855799373,0,8.276678,16.105968,0,0,0,7.381902,17.000744,0,0,75
ORD-LAX,American Airlines,August,Sunday,1,60,0.155844156,0,1.025553663,0.939493949,1.003773585,0.917378917,0,8.500372,14.987498,0,0,0,7.605596,16.105968,0,0,0
ORD-LAX,American Airlines,August,Monday,1,60,0.153846154,0,1.034825871,0.987709497,0.911823647,0.928571429,0,4.921268,14.092722,0,0,0,6.263432,14.987498,0,0,0
ORD-LAX,American Airlines,August,Tuesday,1,55,0,1,0.937919463,1.095343681,0.919191919,1.08,23,10.737312,23.935258,0,1,0,7.82929,16.105968,0,0,8
ORD-LAX,American Airlines,August,Wednesday,1,55,0,1,0.936348409,1.096737908,0.921052632,1.076923077,0,7.82929,17.000744,0,0,0,8.500372,17.000744,0,0,25
ORD-LAX,American Airlines,August,Thursday,1,15,0,1,0.917647059,1.066292135,0.958167331,1.080118694,249,4.921268,14.092722,0,0,0,9.618842,18.119214,0,0,81
ORD-LAX,American Airlines,August,Friday,1,55,0.5,0,0.922297297,1.077185017,0.98997996,1.103030303,401,5.144962,14.987498,0,0,0,8.276678,14.987498,0,0,2
ORD-LAX,American Airlines,August,Saturday,1,55,0.6,0,0.889473684,0.962358846,0.923224568,1.059561129,86,4.921268,29.08022,0,0,0,7.381902,16.105968,0,0,16
ORD-LAX,American Airlines,August,Sunday,1,55,0.5,0,0.954003407,1.062706271,0.898113208,1.116809117,0,7.381902,12.079476,0,0,0,7.605596,18.119214,0,0,0
ORD-LAX,American Airlines,August,Monday,1,55,0.571428571,0,0.905472637,1.074860335,0.963927856,1.083333333,3,6.71082,23.935258,0,0,0,8.052984,14.987498,0,0,53
ORD-LAX,American Airlines,August,Tuesday,1,55,0.5,0,0.916107383,1.066518847,0.919191919,1.08,30,6.039738,31.093466,0,0,0,6.263432,17.000744,0,0,0
ORD-LAX,American Airlines,August,Wednesday,1,55,0.444444444,0,0.936348409,1.082114736,0.894736842,1,0,6.934514,14.987498,0,0,0,6.934514,17.000744,0,0,5
ORD-LAX,American Airlines,August,Thursday,1,55,0.4,0,0.917647059,1.080898876,0.958167331,1.080118694,0,8.500372,17.000744,0,0,0,8.500372,23.040482,1,0,0
ORD-LAX,American Airlines,August,Friday,1,70,0.363636364,0,0.922297297,1.091940976,0.963927856,1.103030303,20,11.1847,18.119214,0,1,0,6.263432,16.105968,1,0,0
ORD-LAX,American Airlines,August,Saturday,2,55,0.333333333,0,0.843859649,1.027603513,0.898272553,0.855799373,69,11.632088,25.053728,0,0,0,5.816044,16.105968,0,0,0
ORD-LAX,American Airlines,August,Sunday,2,139,0.307692308,0,0.906303237,1.03190319,0.79245283,0.837606838,0,6.71082,14.092722,0,0,0,7.158208,14.092722,1,0,1
LAX-ORD,American Airlines,June,Sunday,2,55,0,1,0.920696325,1.063903282,0.812903226,0.838323353,0,7.605596,14.987498,0,0,0,12.974252,29.08022,0,1,46
LAX-ORD,American Airlines,June,Monday,1,130,0,1,0.84950495,1.036231884,0.922580645,0.764705882,0,9.171454,19.908766,0,0,36,14.54011,35.119958,0,0,87
LAX-ORD,American Airlines,June,Tuesday,2,55,0,1,0.894736842,1.037105751,0.966216216,0.753623188,0,8.052984,17.000744,0,0,0,9.842536,23.040482,0,0,0
LAX-ORD,American Airlines,June,Wednesday,0,240,0.5,0,0.837022133,1.049541284,0.795918367,0.873134328,0,7.82929,16.105968,0,0,48,9.395148,17.000744,1,0,0
LAX-ORD,American Airlines,June,Thursday,2,55,0.4,0,0.976284585,0.894927536,0.940789474,1.083333333,0,8.276678,18.119214,0,0,0,6.039738,12.974252,0,0,0
LAX-ORD,American Airlines,June,Friday,3,55,0.333333333,0,0.958167331,0.918215613,0.984848485,1.106382979,0,8.724066,17.000744,0,0,0,4.921268,14.092722,0,0,8
LAX-ORD,American Airlines,June,Saturday,2,55,0.285714286,0,0.979899497,0.747126437,0.93814433,0.481481481,0,7.381902,16.105968,0,0,20,7.605596,19.908766,0,0,0
LAX-ORD,American Airlines,June,Sunday,2,55,0.375,0,1.001934236,0.991364421,1.083870968,1.089820359,0,7.605596,16.105968,0,0,58,14.092722,23.935258,0,0,30
LAX-ORD,American Airlines,June,Monday,2,55,0.444444444,0,1.003960396,0.96557971,0.922580645,1.104575163,0,6.263432,14.987498,0,0,0,8.500372,16.105968,0,0,20
LAX-ORD,American Airlines,June,Tuesday,2,55,0.4,0,0.973684211,0.988868275,0.966216216,1.130434783,0,7.82929,16.105968,0,0,320,10.289924,21.027236,1,0,5
LAX-ORD,American Airlines,June,Wednesday,3,55,0.363636364,0,0.967806841,1.001834862,1.06122449,1.164179104,0,9.618842,19.908766,0,0,132,7.381902,16.105968,0,0,6
LAX-ORD,American Airlines,June,Thursday,0,240,0.333333333,0,0.976284585,0.989130435,1.026315789,1.083333333,0,8.724066,18.119214,0,0,0,10.06623,23.935258,0,0,5
LAX-ORD,American Airlines,June,Friday,2,55,0.307692308,0,0.984063745,1.014869888,1.083333333,1.106382979,0,7.605596,16.105968,1,0,0,9.842536,18.119214,0,0,0
LAX-ORD,American Airlines,June,Saturday,2,55,0.285714286,0,0.979899497,0.996168582,0.93814433,1.203703704,0,8.500372,19.908766,0,0,0,8.276678,18.119214,0,0,0
LAX-ORD,American Airlines,June,Sunday,2,55,0.266666667,0,0.974854932,1.015544041,1.174193548,1.089820359,0,7.605596,17.000744,0,0,0,15.65858,31.988242,0,0,6
